Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2011-07-27,6431.35,6470.5,6398.4,6408.45,12597899,684.51
2011-07-28,6344.4,6346.6,6273.65,6307.4,20841672,972.02
2011-07-29,6293.65,6356.5,6264.75,6335.1,24253967,751.85
2011-08-01,6350.4,6422.8,6340.95,6382.1,13241252,591.61
2011-08-02,6353.35,6353.35,6266.3,6274.95,9958697,493.45
2011-08-03,6232.25,6232.25,6170.95,6217.35,11766669,589.53
2011-08-04,6222.8,6266.3,6149.1,6157.2,10772228,605.88
2011-08-05,6022.4,6022.4,5770.3,5911.55,18654549,1112.73
2011-08-08,5709.9,5717.75,5570.7,5651.75,22361264,1221.03
2011-08-09,5415.25,5572.15,5394.05,5452.4,20672142,1275.55
2011-08-10,5603.65,5660.1,5530.65,5588.7,16777005,1036.84
2011-08-11,5551.2,5603.65,5507.8,5555.6,11764905,621.54
2011-08-12,5636.45,5636.45,5362.25,5416.25,13796678,827.24
2011-08-16,5514.1,5532.6,5435.1,5469.65,16464088,647.21
2011-08-17,5459.65,5608.35,5459.65,5571.2,16429635,726.49
2011-08-18,5599.1,5601.7,5332.8,5348.35,27137783,951.67
2011-08-19,5208.95,5208.95,5011.1,5113.85,24662201,1417.07
2011-08-22,5095.85,5138.1,5035.2,5087.65,19152922,976.04
2011-08-23,5103.95,5329.1,5084,5289.1,18513006,1001.89
2011-08-24,5286.35,5286.35,5188.15,5222.1,14898565,660.3
2011-08-25,5233.1,5247.1,5069.1,5096.7,30154281,1480.42
2011-08-26,5097.25,5188.9,5051.95,5088.7,16582026,1001.83
2011-08-29,5160.7,5360.55,5160.7,5339.1,16523175,875.53
2011-08-30,5407.65,5474.85,5325.45,5451.25,18474239,957.15
2011-09-02,5554.9,5554.9,5311.8,5384.15,14651385,887.89
2011-09-05,5338.7,5338.7,5235.45,5299.65,17766114,837.62
2011-09-06,5270.7,5389.1,5204.15,5366.2,19261178,889.39
2011-09-07,5366.8,5423.5,5337.9,5374.95,20994995,993.31
2011-09-08,5390.95,5509.2,5390.95,5456.1,15897751,862.33
2011-09-09,5450.8,5456.2,5313.7,5339.2,67522782,1192.57
2011-09-12,5219.2,5219.2,5139.95,5157.85,31875966,778.81
2011-09-13,5209.65,5303.45,5158.55,5204.75,25396902,787.64
2011-09-14,5253.6,5449.1,5247.9,5425.1,32951670,1134.25
2011-09-15,5484.85,5570.6,5385.95,5550.15,24520517,925.83
2011-09-16,5620.35,5620.35,5477.8,5494.05,21227024,964.44
2011-09-19,5491.05,5498.9,5434.85,5443.4,22660093,599.32
2011-09-20,5467.85,5623.8,5459.85,5613.35,21862738,795.69
2011-09-21,5634.15,5662.5,5574.55,5606.95,16900183,698.8
2011-09-22,5502.8,5536.95,5349.65,5385.3,15641813,696.12
2011-09-23,5340.85,5465.9,5333.35,5367.75,16813766,855.08
2011-09-26,5385.2,5415.45,5278.5,5387.65,13716165,567.09
2011-09-27,5444.1,5617.25,5444.1,5579.7,12560529,701.85
2011-09-28,5640.95,5749.6,5592.1,5623.9,17568102,1173.6
2011-09-29,5630.35,5764.45,5605.5,5746.15,28437386,1433.58
2011-09-30,5709,5771.3,5658.75,5678.9,16374742,720.25
2011-10-03,5592.8,5632.8,5549.65,5588.1,11673855,698.11
2011-10-04,5544.2,5599.9,5478.1,5537.1,13009478,707.23
2011-10-05,5576.8,5638.7,5516.55,5532.8,14212715,720.05
2011-10-07,5734.45,5772.2,5601.85,5640.95,14513136,1105.46
2011-10-10,5685.75,5814,5674.7,5796.45,15263528,986.04
2011-10-11,5822.1,5831.05,5615.5,5637.95,15934948,1200.88
2011-10-12,5793.2,5945.7,5793.2,5934.25,24301358,1874.15
2011-10-13,6011.65,6035.7,5953.55,5978.55,16927012,1186.53
2011-10-14,5987.9,6135.2,5972.1,6119.65,16986993,1353.81
2011-10-17,6165.95,6172.15,6069.8,6096.5,13674746,958.42
2011-10-18,5939.6,5939.6,5852.1,5881,24010675,1469.9
2011-10-19,5923.85,5966.6,5901.4,5959.9,13624837,832.63
2011-10-20,5889.95,5987.3,5870.45,5975,14200593,516.76
2011-10-21,5991.15,5991.15,5932.35,5948.45,10605491,552.85
2011-10-24,6002.2,6090.9,6002.2,6056.5,10766601,576.11
2011-10-25,6128.6,6267.4,6099.3,6217.3,18898839,1128.9
2011-10-26,6228,6236.25,6178.35,6187.05,3633274,129.12
2011-10-28,6346.45,6432.65,6246.6,6273.95,14571524,1338.85
2011-10-31,6271.2,6333.85,6261.25,6278.7,13882024,741.31
2011-11-01,6219.65,6284.8,6173.35,6214.1,10184658,560.35
2011-11-02,6180.15,6256.5,6179.6,6220.1,9217584,466.72
2011-11-03,6208.85,6227.7,6102.1,6169.8,15463992,696.33
2011-11-04,6250.55,6268.75,6135.45,6200.2,14394555,634.07
2011-11-08,6176.2,6227.2,6154.2,6216.45,8546672,434.43
2011-11-09,6228.35,6303.5,6215.65,6233.05,10673375,634.29
2011-11-11,5937.9,6219.35,5937.9,6168.85,16974950,926.64
2011-11-14,6226.3,6280.45,6198.05,6210.3,12926437,558.48
2011-11-15,6189.45,6230,6156.95,6175.1,13105600,514.25
2011-11-16,6168.75,6168.75,6073.95,6111.1,14325761,618.37
2011-11-17,6090.75,6121.05,6034.75,6065.1,19459082,807.31
2011-11-18,6019.7,6062.55,5978.8,6017.8,13695930,584.33
2011-11-21,5981,5999.45,5835.6,5885.3,13069671,693.57
2011-11-22,5801.25,6049.35,5801.25,5987.2,17551128,1018.85
2011-11-23,5922,5925.6,5766.2,5843.4,15273567,799.34
2011-11-24,5824.7,5945.7,5739,5918.75,20085737,989.5
2011-11-25,5887.6,5887.6,5779.45,5797.45,15289660,680.74
2011-11-28,5850.35,5914.4,5850.35,5895.8,19177241,761.32
2011-11-29,5888.05,5893.1,5827.05,5854.2,24279386,844.41
2011-11-30,5814.9,5924.15,5803.45,5893.25,25897067,1127.49
2011-12-01,6022.8,6071.05,5960.85,5996.4,12554890,654.21
2011-12-02,5989.95,6155.85,5986.5,6122.9,16654003,892.31
2011-12-05,6107.25,6154.75,6081.95,6129.8,11095903,571.24
2011-12-07,6134.45,6250.3,6105.05,6223.05,13827859,747.42
2011-12-08,6189.15,6237.6,6131.45,6179.3,14764957,780.18
2011-12-09,6079.7,6194.5,6064.95,6135.25,10987339,719.09
2011-12-12,6153.45,6226.35,6111.85,6194.45,12452573,794.21
2011-12-13,6174.15,6256.75,6157.6,6208.15,14166208,815.12
2011-12-14,6205.2,6240.25,6166.25,6198.5,11615476,765.67
2011-12-15,6177.75,6182.8,6054.6,6160.65,14983184,897.27
2011-12-16,6120.55,6223.25,6079.9,6112.55,13909104,925.53
2011-12-19,6059.5,6091.95,5967.9,6043.6,12785641,844.63
2011-12-20,6061.8,6066.45,5976.35,5989.95,14358333,720.28
2011-12-21,6085.05,6154.5,5991.45,6131.25,17916411,736.46
2011-12-22,5992.9,6123.65,5987.85,6076.55,10835421,759.72
2011-12-23,6105.85,6106.25,6024.75,6058.6,10868119,524.53
2011-12-26,6051.85,6212.75,6051.85,6202.3,8982798,440.17
2011-12-27,6189.05,6240.15,6124.65,6168.65,7738322,398.27
2011-12-28,6177.95,6210.75,6138.5,6167.2,12675769,484.51
2011-12-29,6128.35,6158.4,6097.45,6111.7,15338975,633.03
2011-12-30,6126.55,6171.55,6115.85,6139,10437865,445.45
2012-01-02,6130.15,6233.35,6104.7,6217.7,7018359,440.12
2012-01-03,6248.85,6384.25,6248.85,6356.15,15563978,795.51
2012-01-04,6346.8,6379.05,6307.65,6325.1,13940794,692.78
2012-01-05,6302.8,6373.8,6286.8,6301.55,9557314,573.81
2012-01-06,6288.05,6347.7,6239.5,6281.1,8826771,536.7
2012-01-07,6291.8,6318.65,6280.75,6289.85,936672,46.42
2012-01-09,6304.45,6333.05,6261.1,6287.9,12888939,585.98
2012-01-10,6340.1,6357.9,6314.05,6331.75,16035750,883.28
2012-01-11,6347.65,6392.15,6226.35,6249.3,15235305,1028.78
2012-01-12,6093.5,6093.5,5856.8,5872.75,24862710,2409.84
2012-01-13,5923.6,5934.2,5830.45,5872.6,14477485,1101.82
2012-01-16,5862.95,5998.2,5857.4,5990.3,11782932,794.2
2012-01-17,6024.25,6068.1,6004.6,6041,16534746,901.87
2012-01-18,5981.9,5981.9,5869.85,5912,17291886,1169.79
2012-01-19,5935.6,5951.35,5858,5893.2,23761140,802
2012-01-20,5916.75,5947.35,5882.7,5897.95,21693418,881.6
2012-01-23,5905.45,5952.55,5903.3,5910.55,12583361,556.54
2012-01-24,5945.45,5992.9,5910.55,5964.25,11519180,530.02
2012-01-25,5990.1,6063.1,5981.9,6038.1,21612521,1073.51
2012-01-27,6094.65,6155.75,6087.8,6136.3,15602984,932.38
2012-01-30,6090.45,6134.8,6080.1,6103.8,12210664,685.14
2012-01-31,6107.25,6203.45,6107.25,6193.85,13313056,743.63
2012-02-01,6182.4,6201.45,6109.75,6192.4,14261891,585.83
2012-02-02,6201.45,6288.7,6196.45,6280.55,34214520,1225.19
2012-02-03,6256.75,6350.6,6256.75,6339.95,21366032,943.41
2012-02-06,6386.7,6398.95,6340.3,6370.9,18043084,810.27
2012-02-07,6426,6426,6291.45,6308.55,15347693,717.36
2012-02-08,6358.55,6437,6351.6,6414.65,24406736,816.04
2012-02-09,6373.9,6510.4,6318.95,6492.55,19195118,903.62
2012-02-10,6477.3,6502.2,6394.35,6484.35,19133003,624.46
2012-02-13,6447.65,6492.65,6408.5,6461.15,13884659,622.18
2012-02-14,6443.85,6477.8,6426.7,6465.7,12364526,531.26
2012-02-15,6494.55,6594.05,6494.55,6575.4,18252429,774.91
2012-02-16,6569.6,6631.45,6556.35,6621.95,20117157,759.37
2012-02-17,6651.85,6768.6,6620.3,6703.05,35324634,1278.55
2012-02-21,6670.45,6718.55,6626.3,6703.9,23134566,790.16
2012-02-22,6661.4,6811.3,6661.4,6718.7,20112540,965.45
2012-02-23,6693.45,6778.7,6678.9,6704.5,21651442,1063.74
2012-02-24,6697.5,6797.1,6697.5,6747.2,14296071,1118.78
2012-02-27,6783.15,6783.15,6588.4,6608.9,12893590,828
2012-02-28,6617.55,6654.7,6545.45,6572.45,16882780,951.39
2012-02-29,6623.25,6643,6550.2,6606.85,19597179,880.31
2012-03-01,6567.35,6578.8,6474.5,6553.2,16244986,773.42
2012-03-02,6576.55,6576.55,6480.55,6532.4,23225830,740.29
2012-03-03,6536.2,6564.1,6532.55,6549,1547604,44.62
2012-03-05,6537.35,6543.65,6438.7,6471.4,11007962,511.02
2012-03-06,6456.2,6594,6442.6,6511.7,12514970,707.82
2012-03-07,6484.3,6592.9,6475.4,6563.25,12865102,683.08
2012-03-09,6626,6633.45,6540.05,6558.45,18544649,843.29
2012-03-12,6645.2,6645.2,6450.7,6492.7,14480384,716.44
2012-03-13,6519.9,6577.25,6519.9,6546.75,15766134,760.12
2012-03-14,6604.7,6639.4,6483.85,6515.2,21372442,1385.65
2012-03-15,6533.85,6553.15,6489.05,6519,17468545,829.91
2012-03-16,6560.7,6585.15,6475.05,6501.25,18161670,824.83
2012-03-19,6531.85,6535.9,6351.65,6404.4,13375144,830.83
2012-03-20,6395.75,6454.65,6367.65,6423.4,12403797,829.23
2012-03-21,6424.5,6566.5,6424.5,6523.9,15632619,888.84
2012-03-22,6532.45,6540.05,6417.45,6437.15,14034599,798.11
2012-03-23,6453.35,6547.8,6448.3,6532.15,14653722,827.37
2012-03-26,6519.25,6530.6,6419.35,6436.75,15214639,715.05
2012-03-27,6490.35,6544.4,6446.55,6507.3,11853785,621.92
2012-03-28,6492.5,6495.1,6403.15,6450.65,10380195,575.09
2012-03-29,6399.75,6405.95,6331.05,6366.35,18701588,1073.42
2012-03-30,6392,6533.3,6392,6516,13963106,725.95
2012-04-02,6511.85,6565.55,6493.25,6548,10848273,520.68
2012-04-03,6581.35,6600.3,6526.6,6550.9,12147868,531.2
2012-04-04,6522.2,6589.05,6513.2,6539.9,11055322,533.22
2012-04-09,6504.1,6535.85,6456.9,6466.65,8092023,487.7
2012-04-10,6492.45,6514.8,6351.2,6396.25,10284512,557.25
2012-04-11,6377.2,6460.05,6346.55,6413.8,9935281,629.01
2012-04-12,6436.5,6453.1,6336.85,6343.85,11369147,798.78
2012-04-13,5975.65,6015.1,5760.1,5782.85,25851102,3165.78
2012-04-16,5772.15,5801.35,5694.95,5751.1,15254592,1515.67
2012-04-17,5813.95,5815.7,5738.75,5801.7,15169150,1201.41
2012-04-18,5855.9,5867.5,5807.3,5815,16015936,1157.28
2012-04-19,5833.45,5875.6,5817.5,5861.75,13478291,853.18
2012-04-20,5833.85,5899.4,5774.5,5849.45,11058971,691.85
2012-04-23,5831.4,5833.65,5653.5,5680.15,11995015,914.26
2012-04-24,5760.2,5951.15,5681.6,5928.4,27358451,2894.12
2012-04-25,5896.85,5896.85,5815.9,5850.7,19135643,1445.12
